Student ID,Email,CGPA,Performance,Risk Level,Password
STU0403,student403@university.edu,4.61,Poor,High,KNw'H{4R@c
STU0404,student404@university.edu,4.86,Poor,High,^Of-l>FS+L
STU0405,student405@university.edu,7.92,Good,Low,{uT3|t`]m1
STU0406,student406@university.edu,6.9,Average,Medium,:((&:xL'2z
STU0407,student407@university.edu,3.74,Poor,High,/Y7rpG8{t}
STU0408,student408@university.edu,7.49,Good,Low,d~j%uy7(?!
STU0409,student409@university.edu,9.12,Good,Low,\jYq%-M2>4
STU0410,student410@university.edu,8.4,Good,Low,[[EQumGX}(
STU0411,student411@university.edu,4.8,Poor,High,N\I_rklml]
STU0412,student412@university.edu,9.26,Good,Low,\J=:T_%6e#
STU0413,student413@university.edu,4.83,Poor,High,;F'Hr-0emg
STU0414,student414@university.edu,5.41,Average,Medium,UFJt$j#\3C
STU0415,student415@university.edu,7.84,Good,Low,9:cK56_VD3
STU0416,student416@university.edu,7.61,Good,Low,SQZHgndke:
STU0417,student417@university.edu,9.62,Good,Low,0cB(a'/R]!
STU0418,student418@university.edu,9.75,Good,Low,=-RiUU)TDJ
STU0419,student419@university.edu,9.34,Good,Low,Sd}tk[D7@F
STU0420,student420@university.edu,7.75,Good,Low,$)xhtYD^|n
STU0421,student421@university.edu,5.51,Average,Medium,nYMXu(r_RN
STU0422,student422@university.edu,8.29,Good,Low,w3euo@=&5r
STU0423,student423@university.edu,5.37,Average,Medium,c.pQ^%OSsk
STU0424,student424@university.edu,8.37,Good,Low,7i&XQgmv}U
STU0425,student425@university.edu,6.22,Average,Medium,y`|I2Q^4?k
STU0426,student426@university.edu,3.34,Poor,High,SZ_({8&bhD
STU0427,student427@university.edu,7.14,Good,Low,"mv|O.~,m)k"
STU0428,student428@university.edu,8.45,Good,Low,![Hj(^xXa#
STU0429,student429@university.edu,7.29,Good,Low,walko!Z]DB
STU0430,student430@university.edu,8.58,Good,Low,.nCe4igb(x
STU0431,student431@university.edu,8.96,Good,Low,"iJcHW/,*z@"
STU0432,student432@university.edu,7.55,Good,Low,"g-,~je<OGY"
STU0433,student433@university.edu,8.05,Good,Low,"j^?z5@#+""M"
STU0434,student434@university.edu,4.0,Poor,High,>m9xDi\-#f
STU0435,student435@university.edu,8.75,Good,Low,[5EK4BOc5w
STU0436,student436@university.edu,6.3,Average,Medium,8T.6D6'Q:V
STU0437,student437@university.edu,9.85,Good,Low,0@1ega7EHn
STU0438,student438@university.edu,7.24,Good,Low,:=Zq?<zKl|
STU0439,student439@university.edu,6.66,Average,Medium,A>d!y-f6&#
STU0440,student440@university.edu,4.19,Poor,High,=Dh>r1dxIj
STU0441,student441@university.edu,9.69,Good,Low,'Fq5IJ]:dm
STU0442,student442@university.edu,9.04,Good,Low,}5l#HZ8DYY
STU0443,student443@university.edu,4.51,Poor,High,"vtwC5.-O,}"
STU0444,student444@university.edu,5.46,Average,Medium,%D[bW~h({N
STU0445,student445@university.edu,7.99,Good,Low,n?`Y<A!GiE
STU0446,student446@university.edu,3.14,Poor,High,hG&KKjCaMK
STU0447,student447@university.edu,5.36,Average,Medium,sS{{'B$1dQ
STU0448,student448@university.edu,9.9,Good,Low,R_#RAho{;Z
STU0449,student449@university.edu,4.0,Poor,High,$zpuTB-mTK
STU0450,student450@university.edu,6.44,Average,Medium,D>)C:J]u}0
STU0451,student451@university.edu,5.5,Average,Medium,CMqe;&\P<~
STU0452,student452@university.edu,4.2,Poor,High,TTCL-edUxh
STU0453,student453@university.edu,5.83,Average,Medium,XD#3I|lA<w
STU0454,student454@university.edu,7.35,Good,Low,A>P7WS{}(w
STU0455,student455@university.edu,6.26,Average,Medium,m$nu>7oXth
STU0456,student456@university.edu,3.49,Poor,High,"_D.K,,OII7"
STU0457,student457@university.edu,8.3,Good,Low,"=I'h)hAqe"""
STU0458,student458@university.edu,3.62,Poor,High,lfLVb\}+1S
STU0459,student459@university.edu,5.16,Average,Medium,lHG}j$1HnP
STU0460,student460@university.edu,8.18,Good,Low,"H+O!zu'*""|"
STU0461,student461@university.edu,8.89,Good,Low,qrU&#xaoZ>
STU0462,student462@university.edu,8.1,Good,Low,w+}m!VkU2C
STU0463,student463@university.edu,3.88,Poor,High,2jXy4~Tt|Q
STU0464,student464@university.edu,5.17,Average,Medium,Dn<V0BHs%L
STU0465,student465@university.edu,5.07,Average,Medium,Oo6TwLy@$G
STU0466,student466@university.edu,6.91,Average,Medium,)9d\q|Jh]`
STU0467,student467@university.edu,5.73,Average,Medium,u\~\iN4A3=
STU0468,student468@university.edu,7.23,Good,Low,Ti#_x?4JQ?
STU0469,student469@university.edu,5.19,Average,Medium,*u4ls:7A!m
STU0470,student470@university.edu,4.11,Poor,High,V/M}dfx&FS
STU0471,student471@university.edu,8.17,Good,Low,=63.k.<~9)
STU0472,student472@university.edu,6.23,Average,Medium,";hmW,\6N(9"
STU0473,student473@university.edu,5.13,Average,Medium,5J~t0W1B-Q
STU0474,student474@university.edu,3.27,Poor,High,(J0W:]mB97
STU0475,student475@university.edu,9.62,Good,Low,Fks2lW7fD^
STU0476,student476@university.edu,9.9,Good,Low,DD-0aJRg^@
STU0477,student477@university.edu,5.67,Average,Medium,9Lro9&ejMv
STU0478,student478@university.edu,6.16,Average,Medium,nJxSY^CyQK
STU0479,student479@university.edu,9.9,Good,Low,"/?!UQ4)E[,"
STU0480,student480@university.edu,6.16,Average,Medium,@@4K|kSko<
STU0481,student481@university.edu,9.39,Good,Low,1IZV<nA;#@
STU0482,student482@university.edu,3.45,Poor,High,4L]DPt;(Jt
STU0483,student483@university.edu,5.53,Average,Medium,.LY}TL_rmw
STU0484,student484@university.edu,6.28,Average,Medium,"=V>fP,fpLY"
STU0485,student485@university.edu,9.75,Good,Low,5zKCk0fXf(
STU0486,student486@university.edu,4.44,Poor,High,D>CPntZ|)S
STU0487,student487@university.edu,5.51,Average,Medium,";u+c,PC&<}"
STU0488,student488@university.edu,3.26,Poor,High,rItkka~M}k
STU0489,student489@university.edu,3.76,Poor,High,[O$@z4i/H9
STU0490,student490@university.edu,4.4,Poor,High,~UX<z{/eR+
STU0491,student491@university.edu,7.3,Good,Low,aN@L%o1uOa
STU0492,student492@university.edu,3.28,Poor,High,a`twU]46%>
STU0493,student493@university.edu,6.08,Average,Medium,k2]iWD#6M:
STU0494,student494@university.edu,6.62,Average,Medium,7^oC&bR<9c
STU0495,student495@university.edu,7.51,Good,Low,[i[7(znoXX
STU0496,student496@university.edu,9.39,Good,Low,txSz%JC:=+
STU0497,student497@university.edu,6.87,Average,Medium,e;|Tsr=!ow
STU0498,student498@university.edu,8.42,Good,Low,U?h6B{R<.s
STU0499,student499@university.edu,5.46,Average,Medium,Vt-N=8SWBZ
STU0500,student500@university.edu,6.39,Average,Medium,TVYKbL2;{-
STU0501,student501@university.edu,3.38,Poor,High,cK*M6xl%7D
STU0502,student502@university.edu,6.73,Average,Medium,B-Zn*T-p7?
STU0503,student503@university.edu,3.74,Poor,High,PRe4-byN=/
STU0504,student504@university.edu,3.59,Poor,High,xKp68</|+z
STU0505,student505@university.edu,9.7,Good,Low,"B8tk{=mt,R"
STU0506,student506@university.edu,7.49,Good,Low,",""&HV+]*xd"
STU0507,student507@university.edu,7.96,Good,Low,i_1K+:/`8d
STU0508,student508@university.edu,3.28,Poor,High,8IL1PUv>!_
STU0509,student509@university.edu,4.24,Poor,High,qrjes2Aef+
STU0510,student510@university.edu,3.27,Poor,High,EO`~12Y`w>
STU0511,student511@university.edu,6.12,Average,Medium,nfCpDf6tH^
STU0512,student512@university.edu,8.07,Good,Low,^=Q*53}v=q
STU0513,student513@university.edu,7.78,Good,Low,|zOYk`S#`N
STU0514,student514@university.edu,8.95,Good,Low,h4R6d*L-A.
STU0515,student515@university.edu,5.24,Average,Medium,g`;=bXuv%P
STU0516,student516@university.edu,5.29,Average,Medium,{`7aDGELd>
STU0517,student517@university.edu,8.51,Good,Low,Vr5qr6UqrU
STU0518,student518@university.edu,5.35,Average,Medium,x/740!TCwC
STU0519,student519@university.edu,5.45,Average,Medium,Ox0mA5r.|'
STU0520,student520@university.edu,6.45,Average,Medium,"(=Q04lB;,g"
STU0521,student521@university.edu,5.29,Average,Medium,Rh.2JineO(
STU0522,student522@university.edu,8.73,Good,Low,Ol8O<7XwHM
STU0523,student523@university.edu,4.29,Poor,High,g^8*pQ9&?r
STU0524,student524@university.edu,5.73,Average,Medium,Ni@gdLZbb?
STU0525,student525@university.edu,8.5,Good,Low,HmVoa\v..G
STU0526,student526@university.edu,3.43,Poor,High,.=3j'FzkO;
STU0527,student527@university.edu,3.8,Poor,High,VV0Z|B3(dL
STU0528,student528@university.edu,3.94,Poor,High,BBo0d{gG]|
STU0529,student529@university.edu,3.2,Poor,High,"Ut[t0Jg""P]"
STU0530,student530@university.edu,3.27,Poor,High,-1WFe{YhY8
STU0531,student531@university.edu,9.82,Good,Low,".#GK5P/+,x"
STU0532,student532@university.edu,7.51,Good,Low,-w`V0hB![\
STU0533,student533@university.edu,5.16,Average,Medium,"lpF<""}-U<M"
STU0534,student534@university.edu,9.48,Good,Low,Dm0}w7n8?/
STU0535,student535@university.edu,5.88,Average,Medium,unO7thq4QY
STU0536,student536@university.edu,6.94,Average,Medium,%ub]b<&>$d
STU0537,student537@university.edu,5.33,Average,Medium,y-PFG%`h#w
STU0538,student538@university.edu,7.77,Good,Low,"4e-@i#""`.Y"
STU0539,student539@university.edu,4.89,Poor,High,=UO_tdVH#-
STU0540,student540@university.edu,8.7,Good,Low,9CSPyQ(HAE
STU0541,student541@university.edu,9.28,Good,Low,vnYrxSOGdY
STU0542,student542@university.edu,5.63,Average,Medium,D={[3>N:j=
STU0543,student543@university.edu,8.77,Good,Low,U@R!~K!&+|
STU0544,student544@university.edu,3.69,Poor,High,6w^yIu&n6{
STU0545,student545@university.edu,5.42,Average,Medium,&*o{%;Fbh%
STU0546,student546@university.edu,6.75,Average,Medium,"""U=J$dp+>>"
STU0547,student547@university.edu,8.98,Good,Low,st.)W]iGWH
STU0548,student548@university.edu,7.83,Good,Low,f&.}sxT@H%
STU0549,student549@university.edu,8.23,Good,Low,IB!z7#!?/}
STU0550,student550@university.edu,5.47,Average,Medium,yIU6UL9c7d
STU0551,student551@university.edu,3.44,Poor,High,Gm*8R^i6bE
STU0552,student552@university.edu,6.84,Average,Medium,W;\>*]fBE:
STU0553,student553@university.edu,7.24,Good,Low,"_SP`i,;g26"
STU0554,student554@university.edu,4.8,Poor,High,gC_+/@GgqS
STU0555,student555@university.edu,8.16,Good,Low,(;ooiSJKYw
STU0556,student556@university.edu,3.82,Poor,High,TQp>/.@`Gc
STU0557,student557@university.edu,5.52,Average,Medium,<x;5jz|+2[
STU0558,student558@university.edu,7.27,Good,Low,AW{Bzu9bt?
STU0559,student559@university.edu,7.5,Good,Low,3a<RbR`*e?
STU0560,student560@university.edu,4.01,Poor,High,>TEP>@f^$0
STU0561,student561@university.edu,9.99,Good,Low,"e""t0ygFwb-"
STU0562,student562@university.edu,9.39,Good,Low,!ASVrg<}Jy
STU0563,student563@university.edu,5.27,Average,Medium,<1Dk`5l0MG
STU0564,student564@university.edu,9.92,Good,Low,">Cm%~LdA"")"
STU0565,student565@university.edu,8.69,Good,Low,{q4V'[((hZ
STU0566,student566@university.edu,4.36,Poor,High,.'Rqzb!%qk
STU0567,student567@university.edu,6.91,Average,Medium,QLyc8g@MRw
STU0568,student568@university.edu,8.36,Good,Low,)V4/g_`{=M
STU0569,student569@university.edu,6.72,Average,Medium,o-p!8^}eVM
STU0570,student570@university.edu,5.51,Average,Medium,y$no_<`e<P
STU0571,student571@university.edu,5.01,Average,Medium,7QUc(*9lfD
STU0572,student572@university.edu,7.34,Good,Low,;qIFX8:8cs
STU0573,student573@university.edu,3.56,Poor,High,efJ5mt?&F.
STU0574,student574@university.edu,3.7,Poor,High,\Wb;VH~;-P
STU0575,student575@university.edu,9.7,Good,Low,\+|vU/9(Gs
STU0576,student576@university.edu,4.03,Poor,High,yw10cFJPs6
STU0577,student577@university.edu,9.0,Good,Low,sn5\.1[5j]
STU0578,student578@university.edu,6.25,Average,Medium,OEq1sgLVy8
STU0579,student579@university.edu,5.94,Average,Medium,eqccXF\0jC
STU0580,student580@university.edu,5.56,Average,Medium,kgs/foyd)I
STU0581,student581@university.edu,6.82,Average,Medium,>uB3C<&Gk(
STU0582,student582@university.edu,7.77,Good,Low,:V/BHVz8_>
STU0583,student583@university.edu,8.8,Good,Low,"NO1Q""R%8v}"
STU0584,student584@university.edu,9.2,Good,Low,5]{oKro2A4
STU0585,student585@university.edu,6.29,Average,Medium,>F58yj3OZ&
STU0586,student586@university.edu,7.89,Good,Low,[%ZEhR\u?J
STU0587,student587@university.edu,3.29,Poor,High,"o:avi*1Y&,"
STU0588,student588@university.edu,4.59,Poor,High,klaLU@9D!z
STU0589,student589@university.edu,4.21,Poor,High,Z_AB}SrD1Z
STU0590,student590@university.edu,9.7,Good,Low,g`I!jd>PoT
STU0591,student591@university.edu,6.2,Average,Medium,gO>%(a`(f1
STU0592,student592@university.edu,6.07,Average,Medium,jXmK?C5>HJ
STU0593,student593@university.edu,5.43,Average,Medium,[YG4A>uXty
STU0594,student594@university.edu,3.55,Poor,High,QddEGd[kIO
STU0595,student595@university.edu,6.51,Average,Medium,"fY7Am.7n""/"
STU0596,student596@university.edu,4.13,Poor,High,*bK>MGj&'<
STU0597,student597@university.edu,6.75,Average,Medium,uXnELic=_~
STU0598,student598@university.edu,3.44,Poor,High,zZETKx!>52
STU0599,student599@university.edu,5.95,Average,Medium,B\Zk@No+P|
STU0600,student600@university.edu,7.9,Good,Low,lv.wCfs^6r
STU0601,student601@university.edu,8.98,Good,Low,GO~6D~~on3
STU0602,student602@university.edu,4.01,Poor,High,"!ue-""MsD_Y"
STU0603,student603@university.edu,9.7,Good,Low,DtKd8HTl~H
STU0604,student604@university.edu,4.72,Poor,High,[LzWZ7s%IM
STU0605,student605@university.edu,9.5,Good,Low,"Ne62,?c]Yq"
STU0606,student606@university.edu,9.57,Good,Low,i1U'7VV42e
STU0607,student607@university.edu,3.89,Poor,High,@eCWWJ1W&}
STU0608,student608@university.edu,3.68,Poor,High,p.bfsh[l:@
STU0609,student609@university.edu,8.33,Good,Low,"h,bIU{Dq7P"
STU0610,student610@university.edu,7.68,Good,Low,"R'w""fJT;A,"
STU0611,student611@university.edu,4.37,Poor,High,)\o&Pjr;Pt
STU0612,student612@university.edu,9.78,Good,Low,i{>4)Fyx[P
STU0613,student613@university.edu,6.87,Average,Medium,4%o\MS8SdD
STU0614,student614@university.edu,8.2,Good,Low,$>p`?nte_u
STU0615,student615@university.edu,9.26,Good,Low,"""2*4U:ly-E"
STU0616,student616@university.edu,6.8,Average,Medium,NOrpMa^o61
STU0617,student617@university.edu,7.92,Good,Low,59W<-3U<[B
STU0618,student618@university.edu,7.63,Good,Low,8QS|5J|4bb
STU0619,student619@university.edu,4.61,Poor,High,\bsmRH\7sG
STU0620,student620@university.edu,7.67,Good,Low,l.^.@-qLLw
STU0621,student621@university.edu,9.68,Good,Low,?vqem&*Kf(
STU0622,student622@university.edu,8.08,Good,Low,"w,@oIA,dFa"
STU0623,student623@university.edu,5.68,Average,Medium,8_i<kGG4e5
STU0624,student624@university.edu,5.06,Average,Medium,"4Jzk.<KRp"""
STU0625,student625@university.edu,4.87,Poor,High,<[k'\'j%6d
STU0626,student626@university.edu,9.62,Good,Low,kY'H)wd|AQ
STU0627,student627@university.edu,5.4,Average,Medium,"->}G^$k.,B"
STU0628,student628@university.edu,9.52,Good,Low,"%6i/&f""VEx"
STU0629,student629@university.edu,8.9,Good,Low,$z[}|?DDG$
STU0630,student630@university.edu,3.2,Poor,High,o&3N]iDDzR
STU0631,student631@university.edu,4.56,Poor,High,&lX^T:_^UD
STU0632,student632@university.edu,5.67,Average,Medium,XRX~3/lCNf
STU0633,student633@university.edu,7.19,Good,Low,;VZia4B?%'
STU0634,student634@university.edu,9.72,Good,Low,.g<bVMMQjt
STU0635,student635@university.edu,7.49,Good,Low,;'!A3p|y&|
STU0636,student636@university.edu,4.73,Poor,High,"aN)xy$""+`H"
STU0637,student637@university.edu,3.13,Poor,High,/&D-3FHDQa
STU0638,student638@university.edu,8.62,Good,Low,6|>!Jq0Z3w
STU0639,student639@university.edu,5.98,Average,Medium,_1u;/uhdG*
STU0640,student640@university.edu,4.47,Poor,High,"bA8G,'m2\c"
STU0641,student641@university.edu,4.65,Poor,High,#^lO!3qj32
STU0642,student642@university.edu,6.22,Average,Medium,i@$r$MX{c(
STU0643,student643@university.edu,7.65,Good,Low,5A?}SMz(qP
STU0644,student644@university.edu,8.39,Good,Low,"""{v]%QV;a1"
STU0645,student645@university.edu,8.94,Good,Low,Pf24qq'M}^
STU0646,student646@university.edu,9.85,Good,Low,dA(qXF#qtc
STU0647,student647@university.edu,3.25,Poor,High,"iYY059[""wY"
STU0648,student648@university.edu,7.04,Good,Low,fVp8n1wCG*
STU0649,student649@university.edu,5.21,Average,Medium,zK6BNStu^d
STU0650,student650@university.edu,9.72,Good,Low,"^w}AgZj:b,"
STU0651,student651@university.edu,9.79,Good,Low,GAr5}8o2!i
STU0652,student652@university.edu,6.15,Average,Medium,?Pg#Y5%9.N
STU0653,student653@university.edu,9.42,Good,Low,?pMY?3=5Xy
STU0654,student654@university.edu,4.0,Poor,High,vn+2hiA?]%
STU0655,student655@university.edu,5.05,Average,Medium,[7_s\5i:gW
STU0656,student656@university.edu,4.56,Poor,High,\UQ63YY$mN
STU0657,student657@university.edu,3.42,Poor,High,"BE_b>\Q}!"""
STU0658,student658@university.edu,5.01,Average,Medium,En7$|_Qs37
STU0659,student659@university.edu,7.53,Good,Low,JUc6l4M=V?
STU0660,student660@university.edu,6.19,Average,Medium,"%""`+1DG|DK"
STU0661,student661@university.edu,6.81,Average,Medium,Vt>SDl`Cyn
STU0662,student662@university.edu,5.12,Average,Medium,7<Na!*l@m7
STU0663,student663@university.edu,10.0,Good,Low,=O%P?%.-{k
STU0664,student664@university.edu,3.77,Poor,High,J]t^PurA<8
STU0665,student665@university.edu,4.61,Poor,High,%(*2p?3<5B
STU0666,student666@university.edu,5.55,Average,Medium,1}YBUd0f&G
STU0667,student667@university.edu,6.3,Average,Medium,1i{XJc2L$V
STU0668,student668@university.edu,6.75,Average,Medium,S+{xi*<k*#
STU0669,student669@university.edu,8.34,Good,Low,{r[2p&Z/#v
STU0670,student670@university.edu,8.49,Good,Low,5#2eB(@@=]
STU0671,student671@university.edu,9.52,Good,Low,t.MrZtV[Uh
STU0672,student672@university.edu,7.32,Good,Low,4?E>0bAmfL
STU0673,student673@university.edu,7.16,Good,Low,b<ISawGhL1
STU0674,student674@university.edu,4.08,Poor,High,:rNK62:csG
STU0675,student675@university.edu,8.81,Good,Low,B<bB@=RfAB
STU0676,student676@university.edu,5.29,Average,Medium,gG&X]:h;R/
STU0677,student677@university.edu,6.0,Average,Medium,f)K5zfeD@!
STU0678,student678@university.edu,6.44,Average,Medium,kw}vCMWN=o
STU0679,student679@university.edu,4.19,Poor,High,V6g^^?z3RR
STU0680,student680@university.edu,4.36,Poor,High,lxF%l)&45)
STU0681,student681@university.edu,7.01,Good,Low,QVX;Hf(?K<
STU0682,student682@university.edu,3.66,Poor,High,p*YAhWYA[%
STU0683,student683@university.edu,6.34,Average,Medium,caVI?FIuc7
STU0684,student684@university.edu,7.65,Good,Low,e!jtn47Cz$
STU0685,student685@university.edu,4.16,Poor,High,9+k_R|Ry6H
STU0686,student686@university.edu,9.29,Good,Low,>Pns}8~7|n
STU0687,student687@university.edu,4.92,Poor,High,?T7a$AZ`fr
STU0688,student688@university.edu,5.86,Average,Medium,iS(JkpDFx'
STU0689,student689@university.edu,8.75,Good,Low,Ep9N2`kws}
STU0690,student690@university.edu,3.05,Poor,High,"aU^,Bi6i\("
STU0691,student691@university.edu,4.62,Poor,High,kRd&3!QNzX
STU0692,student692@university.edu,3.23,Poor,High,Cm}B`b43Zi
STU0693,student693@university.edu,3.01,Poor,High,J&;`pIT>qa
STU0694,student694@university.edu,9.82,Good,Low,{s.vZ[K+z/
STU0695,student695@university.edu,9.51,Good,Low,3CEo/qe4ZH
STU0696,student696@university.edu,3.26,Poor,High,#3LM74!f<X
STU0697,student697@university.edu,9.17,Good,Low,",O=K*9(VZ<"
STU0698,student698@university.edu,6.31,Average,Medium,[!h'K/s[1!
STU0699,student699@university.edu,5.62,Average,Medium,"{<@uX""f5AO"
STU0700,student700@university.edu,3.16,Poor,High,SFC!0q>&TW
STU0701,student701@university.edu,7.22,Good,Low,w~/CD=aOMM
STU0702,student702@university.edu,8.33,Good,Low,YwowE\[4vS
STU0703,student703@university.edu,9.16,Good,Low,:*i5A=!)k0
STU0704,student704@university.edu,8.35,Good,Low,k$D}}8BtYA
STU0705,student705@university.edu,6.04,Average,Medium,"b-X"">?4bDj"
STU0706,student706@university.edu,8.11,Good,Low,qHP85J1]z:
STU0707,student707@university.edu,9.8,Good,Low,"""hb,kI{iJk"
STU0708,student708@university.edu,6.05,Average,Medium,"hMt""jcp343"
STU0709,student709@university.edu,4.64,Poor,High,e>6vEhec+u
STU0710,student710@university.edu,9.86,Good,Low,">%'xk+1*,("
STU0711,student711@university.edu,9.96,Good,Low,OzAHHeEi<+
STU0712,student712@university.edu,4.21,Poor,High,^<E<dZSL+A
STU0713,student713@university.edu,6.58,Average,Medium,.dLr_YWB6W
STU0714,student714@university.edu,7.24,Good,Low,]V<}v&IQe3
STU0715,student715@university.edu,4.81,Poor,High,gzx+FgdZf+
STU0716,student716@university.edu,6.01,Average,Medium,C_I!(q?NR:
STU0717,student717@university.edu,3.58,Poor,High,>jAPdFJ4wm
STU0718,student718@university.edu,5.89,Average,Medium,"zbx[,WRS;p"
STU0719,student719@university.edu,7.5,Good,Low,0aMyFDJ.o1
STU0720,student720@university.edu,3.66,Poor,High,0N6l5qP={v
STU0721,student721@university.edu,3.81,Poor,High,"2$4}?3),8="
STU0722,student722@university.edu,4.71,Poor,High,E9`&ikYBxQ
STU0723,student723@university.edu,9.35,Good,Low,pSu?ly7aYJ
STU0724,student724@university.edu,5.15,Average,Medium,jgC1~jyJeZ
STU0725,student725@university.edu,3.43,Poor,High,a`IJN#t)I{
STU0726,student726@university.edu,8.39,Good,Low,Ycph#G1[h!
STU0727,student727@university.edu,4.66,Poor,High,q_vw$!{YF3
STU0728,student728@university.edu,6.02,Average,Medium,PxS#3'gViP
STU0729,student729@university.edu,4.07,Poor,High,12Wqlh{RKy
STU0730,student730@university.edu,9.52,Good,Low,<UdMY2@y{U
STU0731,student731@university.edu,7.75,Good,Low,"4OEin""_0Li"
STU0732,student732@university.edu,4.29,Poor,High,Ag=;jh|is$
STU0733,student733@university.edu,3.14,Poor,High,iN(ImvCn9`
STU0734,student734@university.edu,3.91,Poor,High,*i.xQn|'7r
STU0735,student735@university.edu,7.8,Good,Low,\f{[kAOz95
STU0736,student736@university.edu,6.34,Average,Medium,ku!59f&=Sj
STU0737,student737@university.edu,9.97,Good,Low,"'#StRH,NAN"
STU0738,student738@university.edu,8.93,Good,Low,mCgp9NzmpW
STU0739,student739@university.edu,7.65,Good,Low,"#,O-j1u6F3"
STU0740,student740@university.edu,6.03,Average,Medium,F5qoQ_B'Z7
STU0741,student741@university.edu,3.64,Poor,High,#sT8so(Zk4
STU0742,student742@university.edu,9.18,Good,Low,"rG},$jSV<e"
STU0743,student743@university.edu,3.82,Poor,High,N]C$L%hlEv
STU0744,student744@university.edu,5.05,Average,Medium,90?U&>@'IN
STU0745,student745@university.edu,4.64,Poor,High,Oy~^(HKGwM
STU0746,student746@university.edu,3.67,Poor,High,)#ldFTMWeI
STU0747,student747@university.edu,9.33,Good,Low,k3P%xr.m*N
STU0748,student748@university.edu,6.0,Average,Medium,90/ktX?6mg
STU0749,student749@university.edu,3.55,Poor,High,r}HB>E%f{>
STU0750,student750@university.edu,5.21,Average,Medium,"1b;,t>ru?\"
STU0751,student751@university.edu,4.56,Poor,High,"""I$m\Hns{j"
STU0752,student752@university.edu,7.38,Good,Low,<9Cr|93U@?
STU0753,student753@university.edu,4.99,Poor,High,":Yl""=Ae&_F"
STU0754,student754@university.edu,6.63,Average,Medium,#.*#&065`#
STU0755,student755@university.edu,3.65,Poor,High,[9!=<RF6<D
STU0756,student756@university.edu,4.14,Poor,High,#m\*XJ)?Uw
STU0757,student757@university.edu,3.53,Poor,High,4q+d3bFFv5
STU0758,student758@university.edu,8.76,Good,Low,&3WBuWZAdk
STU0759,student759@university.edu,9.37,Good,Low,"hS$,ei\qj%"
STU0760,student760@university.edu,8.52,Good,Low,5;%e$3xWpv
STU0761,student761@university.edu,6.44,Average,Medium,/pf]~7~M0L
STU0762,student762@university.edu,8.66,Good,Low,}&PfTH'tYf
STU0763,student763@university.edu,7.1,Good,Low,EL506\\OdN
STU0764,student764@university.edu,9.59,Good,Low,v<e*>ncZ]Y
STU0765,student765@university.edu,5.83,Average,Medium,!kx1k|Cz`3
STU0766,student766@university.edu,9.46,Good,Low,L(|saaDoiR
STU0767,student767@university.edu,5.59,Average,Medium,"b|C[""|OS!t"
STU0768,student768@university.edu,3.71,Poor,High,~kgbn1i@_!
STU0769,student769@university.edu,4.02,Poor,High,KEWfLtOdw@
STU0770,student770@university.edu,8.31,Good,Low,EHZg0}sIv?
STU0771,student771@university.edu,6.78,Average,Medium,U[9x=$:ay9
STU0772,student772@university.edu,4.11,Poor,High,EB70];hWFn
STU0773,student773@university.edu,7.81,Good,Low,2)YqE[a`aR
STU0774,student774@university.edu,8.38,Good,Low,"4#,]'A,.-9"
STU0775,student775@university.edu,7.53,Good,Low,~8Du3D$qPt
STU0776,student776@university.edu,8.55,Good,Low,`PXykVTJOL
STU0777,student777@university.edu,5.82,Average,Medium,*Q@IM/.TM{
STU0778,student778@university.edu,7.65,Good,Low,<28c?!--gW
STU0779,student779@university.edu,4.06,Poor,High,2d)oI$F2_2
STU0780,student780@university.edu,3.92,Poor,High,hUz&^GrKwN
STU0781,student781@university.edu,5.33,Average,Medium,"""EhAPvdEwA"
STU0782,student782@university.edu,4.33,Poor,High,f&$=rriK%A
STU0783,student783@university.edu,9.06,Good,Low,8M++7s5?&\
STU0784,student784@university.edu,8.17,Good,Low,7')0n{|M#c
STU0785,student785@university.edu,3.57,Poor,High,r^cYs_9AIx
STU0786,student786@university.edu,4.28,Poor,High,hJZ:1>g6q>
STU0787,student787@university.edu,7.47,Good,Low,^_[+x=%DoZ
STU0788,student788@university.edu,9.19,Good,Low,"P""dKlGV!7:"
STU0789,student789@university.edu,5.09,Average,Medium,$7+XJV_Y(a
STU0790,student790@university.edu,6.04,Average,Medium,VHt8oC!lGd
STU0791,student791@university.edu,5.55,Average,Medium,z6nb0^aTF=
STU0792,student792@university.edu,3.96,Poor,High,"Dz%BcC,aj4"
STU0793,student793@university.edu,5.15,Average,Medium,v^Uo;Yb*+B
STU0794,student794@university.edu,7.36,Good,Low,YNnb?Y5*p(
STU0795,student795@university.edu,5.04,Average,Medium,9HvR:[=t&A
STU0796,student796@university.edu,9.66,Good,Low,p7vF)y*-4j
STU0797,student797@university.edu,4.22,Poor,High,P?~|S~h5//
STU0798,student798@university.edu,9.77,Good,Low,aLHk{en};D
STU0799,student799@university.edu,4.55,Poor,High,Zpn\M\nQ$h
STU0800,student800@university.edu,7.58,Good,Low,4fO9UbxO;v
STU0801,student801@university.edu,4.17,Poor,High,jzH4RX&pPU
STU0802,student802@university.edu,3.55,Poor,High,\5B?DmkZh>
STU0803,student803@university.edu,3.69,Poor,High,m2U;8hG@<:
STU0804,student804@university.edu,7.53,Good,Low,"r=[AO>*,FA"
STU0805,student805@university.edu,9.2,Good,Low,pF#)rg]lH)
